rounds,total_actions,regret,other,bandit,learner
239,1908,0.0,0.0,multi_armed_bandit,BatchRacing
186,1484,0.0,0.0,multi_armed_bandit,BatchRacing
193,1540,0.0,0.0,multi_armed_bandit,BatchRacing
284,2268,0.0,0.0,multi_armed_bandit,BatchRacing
263,2100,0.0,0.0,multi_armed_bandit,BatchRacing
153,1220,0.0,0.0,multi_armed_bandit,BatchRacing
92,732,0.0,0.0,multi_armed_bandit,BatchRacing
200,1596,0.0,0.0,multi_armed_bandit,BatchRacing
117,932,0.0,0.0,multi_armed_bandit,BatchRacing
239,1908,0.0,0.0,multi_armed_bandit,BatchRacing
212,1692,0.0,0.0,multi_armed_bandit,BatchRacing
123,980,0.0,0.0,multi_armed_bandit,BatchRacing
155,1236,0.0,0.0,multi_armed_bandit,BatchRacing
113,900,0.0,0.0,multi_armed_bandit,BatchRacing
351,2804,0.0,0.0,multi_armed_bandit,BatchRacing
208,1660,0.0,0.0,multi_armed_bandit,BatchRacing
160,1276,0.0,0.0,multi_armed_bandit,BatchRacing
191,1524,0.0,0.0,multi_armed_bandit,BatchRacing
138,1100,0.0,0.0,multi_armed_bandit,BatchRacing
235,1876,0.0,0.0,multi_armed_bandit,BatchRacing
161,1284,0.0,0.0,multi_armed_bandit,BatchRacing
238,1900,0.0,0.0,multi_armed_bandit,BatchRacing
241,1924,0.0,0.0,multi_armed_bandit,BatchRacing
146,1164,0.0,0.0,multi_armed_bandit,BatchRacing
217,1732,0.0,0.0,multi_armed_bandit,BatchRacing
256,2044,0.0,0.0,multi_armed_bandit,BatchRacing
250,1996,0.0,0.0,multi_armed_bandit,BatchRacing
259,2068,0.0,0.0,multi_armed_bandit,BatchRacing
237,1892,0.0,0.0,multi_armed_bandit,BatchRacing
204,1628,0.0,0.0,multi_armed_bandit,BatchRacing
314,2508,0.0,0.0,multi_armed_bandit,BatchRacing
197,1572,0.0,0.0,multi_armed_bandit,BatchRacing
277,2212,0.0,0.0,multi_armed_bandit,BatchRacing
248,1980,0.0,0.0,multi_armed_bandit,BatchRacing
