rounds,total_actions,regret,other,bandit,learner
94,1870,0.0,0.0,multi_armed_bandit,BatchRacing
79,1570,0.0,0.0,multi_armed_bandit,BatchRacing
73,1450,0.0,0.0,multi_armed_bandit,BatchRacing
79,1570,0.0,0.0,multi_armed_bandit,BatchRacing
90,1790,0.0,0.0,multi_armed_bandit,BatchRacing
89,1770,0.0,0.0,multi_armed_bandit,BatchRacing
114,2270,0.0,0.0,multi_armed_bandit,BatchRacing
118,2350,0.0,0.0,multi_armed_bandit,BatchRacing
122,2430,0.0,0.0,multi_armed_bandit,BatchRacing
133,2650,0.0,0.0,multi_armed_bandit,BatchRacing
120,2390,0.0,0.0,multi_armed_bandit,BatchRacing
154,3070,0.0,0.0,multi_armed_bandit,BatchRacing
155,3090,0.0,0.0,multi_armed_bandit,BatchRacing
77,1530,0.0,0.0,multi_armed_bandit,BatchRacing
108,2150,0.0,0.0,multi_armed_bandit,BatchRacing
126,2510,0.0,0.0,multi_armed_bandit,BatchRacing
147,2930,0.0,0.0,multi_armed_bandit,BatchRacing
140,2790,0.0,0.0,multi_armed_bandit,BatchRacing
161,3210,0.0,0.0,multi_armed_bandit,BatchRacing
160,3190,0.0,0.0,multi_armed_bandit,BatchRacing
7,140,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
17,340,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
17,340,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
17,340,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
21,420,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
23,460,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
25,500,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
25,500,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
42,840,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
37,740,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
38,760,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
30,600,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
40,800,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
37,740,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
35,700,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
67,1340,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
81,1620,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
233,4660,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
2500,50000,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
2500,50000,0.0,0.0,multi_armed_bandit,Batch Track and stop C-Tracking
282,284,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
341,343,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
149,151,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
506,508,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
389,391,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
624,626,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
426,428,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
693,695,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
677,679,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
480,482,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
768,770,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
832,834,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
848,850,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
986,988,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
981,983,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
730,732,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
1328,1330,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
1402,1404,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
1205,1207,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
1578,1580,0.0,0.0,multi_armed_bandit,Heuristic lilUCB
